stoxxId,name,owner,totalPatents,technologyName,technologyCode,totalPatentsInTechnology,worldClassPatentsInTechnology,specialisation,environment,environmentWorldClass
CN2UNI,EconsightMetaverse,,18611,3D Image Modelling,IC5.3.1.,49,1,0.0026,543,14
CN2UNI,EconsightMetaverse,,18611,Avatar,IC5.2.1.,14,0,0.0008,543,14
CN2UNI,EconsightMetaverse,,18611,Digital Twin,IC5.3.14.,10,0,0.0005,543,14
CN2UNI,EconsightMetaverse,,18611,"VR & AR, XR, Meta",IC5.2.10.,37,1,0.002,543,14
CN2UNI,EconsightMetaverse,,18611,Blockchain,7S.1.2.,59,3,0.0032,543,14
CN2UNI,EconsightMetaverse,,18611,GPU Graphic Processor Technology,IC5.3.17.,402,10,0.0216,543,14
CN0GS7,EconsightMetaverse,,308,3D Image Modelling,IC5.3.1.,1,0,0.0032,1,0
CN2TWQ,EconsightMetaverse,,308,3D Image Modelling,IC5.3.1.,1,0,0.0032,1,0
CN0QNC,EconsightMetaverse,,17520,Blockchain,7S.1.2.,17,0,0.001,82,2
CN0QNC,EconsightMetaverse,,17520,Digital Twin,IC5.3.14.,15,1,0.0009,82,2
CN0QNC,EconsightMetaverse,,17520,3D Image Modelling,IC5.3.1.,39,1,0.0022,82,2
CN0QNC,EconsightMetaverse,,17520,Avatar,IC5.2.1.,3,0,0.0002,82,2
CN0QNC,EconsightMetaverse,,17520,GPU Graphic Processor Technology,IC5.3.17.,7,0,0.0004,82,2
CN0QNC,EconsightMetaverse,,17520,"VR & AR, XR, Meta",IC5.2.10.,11,0,0.0006,82,2
CN2LOA,EconsightMetaverse,,17520,Avatar,IC5.2.1.,3,0,0.0002,82,2
CN2LOA,EconsightMetaverse,,17520,Blockchain,7S.1.2.,17,0,0.001,82,2
CN2LOA,EconsightMetaverse,,17520,Digital Twin,IC5.3.14.,15,1,0.0009,82,2
CN2LOA,EconsightMetaverse,,17520,"VR & AR, XR, Meta",IC5.2.10.,11,0,0.0006,82,2
CN2LOA,EconsightMetaverse,,17520,3D Image Modelling,IC5.3.1.,39,1,0.0022,82,2
CN2LOA,EconsightMetaverse,,17520,GPU Graphic Processor Technology,IC5.3.17.,7,0,0.0004,82,2
CN0X51,EconsightMetaverse,,1062,3D Image Modelling,IC5.3.1.,2,0,0.0019,3,0
CN0X51,EconsightMetaverse,,1062,Digital Twin,IC5.3.14.,1,0,0.0009,3,0
CN24IN,EconsightMetaverse,,1062,3D Image Modelling,IC5.3.1.,2,0,0.0019,3,0
CN24IN,EconsightMetaverse,,1062,Digital Twin,IC5.3.14.,1,0,0.0009,3,0
CN56S2,EconsightMetaverse,,477,Blockchain,7S.1.2.,1,0,0.0021,3,0
CN56S2,EconsightMetaverse,,477,Avatar,IC5.2.1.,1,0,0.0021,3,0
CN56S2,EconsightMetaverse,,477,3D Image Modelling,IC5.3.1.,1,0,0.0021,3,0
CN0YLI,EconsightMetaverse,,347,3D Image Modelling,IC5.3.1.,2,0,0.0058,5,0
CN0YLI,EconsightMetaverse,,347,Avatar,IC5.2.1.,2,0,0.0058,5,0
CN0YLI,EconsightMetaverse,,347,Digital Twin,IC5.3.14.,1,0,0.0029,5,0
CN0Y2Z,EconsightMetaverse,,55,3D Image Modelling,IC5.3.1.,2,0,0.0364,2,0
CN2F6M,EconsightMetaverse,,55,3D Image Modelling,IC5.3.1.,2,0,0.0364,2,0
CN0098,EconsightMetaverse,,54644,GPU Graphic Processor Technology,IC5.3.17.,6,0,0.0001,257,1
CN0098,EconsightMetaverse,,54644,Blockchain,7S.1.2.,9,0,0.0002,257,1
CN0098,EconsightMetaverse,,54644,3D Image Modelling,IC5.3.1.,195,0,0.0036,257,1
CN0098,EconsightMetaverse,,54644,Avatar,IC5.2.1.,22,0,0.0004,257,1
CN0098,EconsightMetaverse,,54644,Digital Twin,IC5.3.14.,21,0,0.0004,257,1
CN0098,EconsightMetaverse,,54644,"VR & AR, XR, Meta",IC5.2.10.,30,1,0.0005,257,1
CN20AB,EconsightMetaverse,,54644,Blockchain,7S.1.2.,9,0,0.0002,257,1
CN20AB,EconsightMetaverse,,54644,GPU Graphic Processor Technology,IC5.3.17.,6,0,0.0001,257,1
CN20AB,EconsightMetaverse,,54644,3D Image Modelling,IC5.3.1.,195,0,0.0036,257,1
CN20AB,EconsightMetaverse,,54644,Avatar,IC5.2.1.,22,0,0.0004,257,1
CN20AB,EconsightMetaverse,,54644,Digital Twin,IC5.3.14.,21,0,0.0004,257,1
CN20AB,EconsightMetaverse,,54644,"VR & AR, XR, Meta",IC5.2.10.,30,1,0.0005,257,1
CN2HL3,EconsightMetaverse,,54644,Blockchain,7S.1.2.,9,0,0.0002,257,1
CN2HL3,EconsightMetaverse,,54644,Digital Twin,IC5.3.14.,21,0,0.0004,257,1
CN2HL3,EconsightMetaverse,,54644,3D Image Modelling,IC5.3.1.,195,0,0.0036,257,1
CN2HL3,EconsightMetaverse,,54644,Avatar,IC5.2.1.,22,0,0.0004,257,1
CN2HL3,EconsightMetaverse,,54644,GPU Graphic Processor Technology,IC5.3.17.,6,0,0.0001,257,1
CN2HL3,EconsightMetaverse,,54644,"VR & AR, XR, Meta",IC5.2.10.,30,1,0.0005,257,1
CN0Z42,EconsightMetaverse,,4407,3D Image Modelling,IC5.3.1.,4,0,0.0009,10,0
CN0Z42,EconsightMetaverse,,4407,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0002,10,0
CN0Z42,EconsightMetaverse,,4407,Blockchain,7S.1.2.,5,0,0.0011,10,0
CN00BA,EconsightMetaverse,,705,Avatar,IC5.2.1.,2,0,0.0028,31,1
CN00BA,EconsightMetaverse,,705,Blockchain,7S.1.2.,27,1,0.0383,31,1
CN00BA,EconsightMetaverse,,705,3D Image Modelling,IC5.3.1.,2,0,0.0028,31,1
CN00BA,EconsightMetaverse,,705,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0014,31,1
CN2023,EconsightMetaverse,,705,Blockchain,7S.1.2.,27,1,0.0383,31,1
CN2023,EconsightMetaverse,,705,3D Image Modelling,IC5.3.1.,2,0,0.0028,31,1
CN2023,EconsightMetaverse,,705,Avatar,IC5.2.1.,2,0,0.0028,31,1
CN2023,EconsightMetaverse,,705,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0014,31,1
CN2JL5,EconsightMetaverse,,705,3D Image Modelling,IC5.3.1.,2,0,0.0028,31,1
CN2JL5,EconsightMetaverse,,705,Avatar,IC5.2.1.,2,0,0.0028,31,1
CN2JL5,EconsightMetaverse,,705,Blockchain,7S.1.2.,27,1,0.0383,31,1
CN2JL5,EconsightMetaverse,,705,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0014,31,1
CN63LT,EconsightMetaverse,,34,3D Image Modelling,IC5.3.1.,1,0,0.0294,1,0
CN0R4U,EconsightMetaverse,,11368,Blockchain,7S.1.2.,806,17,0.0709,976,18
CN0R4U,EconsightMetaverse,,11368,Digital Twin,IC5.3.14.,50,0,0.0044,976,18
CN0R4U,EconsightMetaverse,,11368,3D Image Modelling,IC5.3.1.,42,0,0.0037,976,18
CN0R4U,EconsightMetaverse,,11368,Avatar,IC5.2.1.,36,0,0.0032,976,18
CN0R4U,EconsightMetaverse,,11368,GPU Graphic Processor Technology,IC5.3.17.,14,0,0.0012,976,18
CN0R4U,EconsightMetaverse,,11368,"VR & AR, XR, Meta",IC5.2.10.,115,1,0.0101,976,18
CN2HSA,EconsightMetaverse,,11368,Blockchain,7S.1.2.,806,17,0.0709,976,18
CN2HSA,EconsightMetaverse,,11368,Digital Twin,IC5.3.14.,50,0,0.0044,976,18
CN2HSA,EconsightMetaverse,,11368,3D Image Modelling,IC5.3.1.,42,0,0.0037,976,18
CN2HSA,EconsightMetaverse,,11368,Avatar,IC5.2.1.,36,0,0.0032,976,18
CN2HSA,EconsightMetaverse,,11368,GPU Graphic Processor Technology,IC5.3.17.,14,0,0.0012,976,18
CN2HSA,EconsightMetaverse,,11368,"VR & AR, XR, Meta",IC5.2.10.,115,1,0.0101,976,18
CN1718,EconsightMetaverse,,692,Digital Twin,IC5.3.14.,3,1,0.0043,6,1
CN1718,EconsightMetaverse,,692,3D Image Modelling,IC5.3.1.,3,0,0.0043,6,1
CN17NU,EconsightMetaverse,,102,3D Image Modelling,IC5.3.1.,1,0,0.0098,1,0
CN2N9X,EconsightMetaverse,,102,3D Image Modelling,IC5.3.1.,1,0,0.0098,1,0
CN1246,EconsightMetaverse,,1623,GPU Graphic Processor Technology,IC5.3.17.,31,6,0.0191,31,6
CN2FFV,EconsightMetaverse,,1623,GPU Graphic Processor Technology,IC5.3.17.,31,6,0.0191,31,6
CN0QWL,EconsightMetaverse,,344,Blockchain,7S.1.2.,1,0,0.0029,2,0
CN0QWL,EconsightMetaverse,,344,Digital Twin,IC5.3.14.,1,0,0.0029,2,0
CN2DZD,EconsightMetaverse,,344,Digital Twin,IC5.3.14.,1,0,0.0029,2,0
CN2DZD,EconsightMetaverse,,344,Blockchain,7S.1.2.,1,0,0.0029,2,0
CN0ZGE,EconsightMetaverse,,11,3D Image Modelling,IC5.3.1.,1,0,0.0909,1,0
CN0W1W,EconsightMetaverse,,1907,Avatar,IC5.2.1.,1,0,0.0005,133,0
CN0W1W,EconsightMetaverse,,1907,Blockchain,7S.1.2.,121,0,0.0635,133,0
CN0W1W,EconsightMetaverse,,1907,3D Image Modelling,IC5.3.1.,5,0,0.0026,133,0
CN0W1W,EconsightMetaverse,,1907,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0005,133,0
CN0W1W,EconsightMetaverse,,1907,"VR & AR, XR, Meta",IC5.2.10.,3,0,0.0016,133,0
CN0W1W,EconsightMetaverse,,1907,Digital Twin,IC5.3.14.,3,0,0.0016,133,0
CN0W1W,EconsightMetaverse,,1907,"NFT, Non-fungible Token",IC5.3.18.,1,0,0.0005,133,0
CN1055,EconsightMetaverse,,87,3D Image Modelling,IC5.3.1.,1,0,0.0115,1,0
CN11TU,EconsightMetaverse,,260,Blockchain,7S.1.2.,8,0,0.0308,8,0
CN2JBV,EconsightMetaverse,,260,Blockchain,7S.1.2.,8,0,0.0308,8,0
CN07U0,EconsightMetaverse,,32191,3D Image Modelling,IC5.3.1.,83,7,0.0026,277,14
CN07U0,EconsightMetaverse,,32191,Avatar,IC5.2.1.,19,1,0.0006,277,14
CN07U0,EconsightMetaverse,,32191,GPU Graphic Processor Technology,IC5.3.17.,22,0,0.0007,277,14
CN07U0,EconsightMetaverse,,32191,"VR & AR, XR, Meta",IC5.2.10.,171,12,0.0053,277,14
CN07U0,EconsightMetaverse,,32191,Digital Twin,IC5.3.14.,4,0,0.0001,277,14
CN07U0,EconsightMetaverse,,32191,Blockchain,7S.1.2.,20,1,0.0006,277,14
CN2ZGG,EconsightMetaverse,,32191,GPU Graphic Processor Technology,IC5.3.17.,22,0,0.0007,277,14
CN2ZGG,EconsightMetaverse,,32191,3D Image Modelling,IC5.3.1.,83,7,0.0026,277,14
CN2ZGG,EconsightMetaverse,,32191,Avatar,IC5.2.1.,19,1,0.0006,277,14
CN2ZGG,EconsightMetaverse,,32191,Blockchain,7S.1.2.,20,1,0.0006,277,14
CN2ZGG,EconsightMetaverse,,32191,Digital Twin,IC5.3.14.,4,0,0.0001,277,14
CN2ZGG,EconsightMetaverse,,32191,"VR & AR, XR, Meta",IC5.2.10.,171,12,0.0053,277,14
CN0WC7,EconsightMetaverse,,51,3D Image Modelling,IC5.3.1.,1,0,0.0196,1,0
CN0WC7,EconsightMetaverse,,51,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0196,1,0
CN2EWB,EconsightMetaverse,,51,3D Image Modelling,IC5.3.1.,1,0,0.0196,1,0
CN2EWB,EconsightMetaverse,,51,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0196,1,0
CN0111,EconsightMetaverse,,170,Avatar,IC5.2.1.,1,0,0.0059,2,0
CN0111,EconsightMetaverse,,170,3D Image Modelling,IC5.3.1.,1,0,0.0059,2,0
CN564E,EconsightMetaverse,,135,"VR & AR, XR, Meta",IC5.2.10.,2,0,0.0148,2,0
CN0H9P,EconsightMetaverse,,2005,3D Image Modelling,IC5.3.1.,2,0,0.001,3,0
CN0H9P,EconsightMetaverse,,2005,"VR & AR, XR, Meta",IC5.2.10.,2,0,0.001,3,0
CN2SVO,EconsightMetaverse,,2005,3D Image Modelling,IC5.3.1.,2,0,0.001,3,0
CN2SVO,EconsightMetaverse,,2005,"VR & AR, XR, Meta",IC5.2.10.,2,0,0.001,3,0
CN0HAQ,EconsightMetaverse,,216,Avatar,IC5.2.1.,1,1,0.0046,2,1
CN0HAQ,EconsightMetaverse,,216,Blockchain,7S.1.2.,1,0,0.0046,2,1
CN0HAQ,EconsightMetaverse,,216,Digital Twin,IC5.3.14.,1,1,0.0046,2,1
CN0HHX,EconsightMetaverse,,218,Blockchain,7S.1.2.,3,0,0.0138,4,0
CN0HHX,EconsightMetaverse,,218,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0046,4,0
CN2W1Y,EconsightMetaverse,,218,Blockchain,7S.1.2.,3,0,0.0138,4,0
CN2W1Y,EconsightMetaverse,,218,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0046,4,0
CN0HN3,EconsightMetaverse,,251,Blockchain,7S.1.2.,5,1,0.0199,13,1
CN0HN3,EconsightMetaverse,,251,3D Image Modelling,IC5.3.1.,2,0,0.008,13,1
CN0HN3,EconsightMetaverse,,251,Avatar,IC5.2.1.,2,0,0.008,13,1
CN0HN3,EconsightMetaverse,,251,GPU Graphic Processor Technology,IC5.3.17.,2,0,0.008,13,1
CN0HN3,EconsightMetaverse,,251,"VR & AR, XR, Meta",IC5.2.10.,4,0,0.0159,13,1
CN0HWC,EconsightMetaverse,,44,3D Image Modelling,IC5.3.1.,1,0,0.0227,2,0
CN0HWC,EconsightMetaverse,,44,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0227,2,0
CN1D4H,EconsightMetaverse,,70,Blockchain,7S.1.2.,2,0,0.0286,2,0
CN51DI,EconsightMetaverse,,58,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0172,8,0
CN51DI,EconsightMetaverse,,58,3D Image Modelling,IC5.3.1.,7,0,0.1207,8,0
CN51DI,EconsightMetaverse,,58,"VR & AR, XR, Meta",IC5.2.10.,2,0,0.0345,8,0
CN0IGX,EconsightMetaverse,,14,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0714,1,0
CN2WZW,EconsightMetaverse,,14,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0714,1,0
CN0ITA,EconsightMetaverse,,2506,3D Image Modelling,IC5.3.1.,2,0,0.0008,2,0
CN2USN,EconsightMetaverse,,2506,3D Image Modelling,IC5.3.1.,2,0,0.0008,2,0
CN0J3L,EconsightMetaverse,,104,3D Image Modelling,IC5.3.1.,1,0,0.0096,1,0
CN2G0H,EconsightMetaverse,,104,3D Image Modelling,IC5.3.1.,1,0,0.0096,1,0
CN0JBT,EconsightMetaverse,,353,Blockchain,7S.1.2.,9,0,0.0255,9,0
CN0JJ1,EconsightMetaverse,,235,"VR & AR, XR, Meta",IC5.2.10.,2,0,0.0085,5,1
CN0JJ1,EconsightMetaverse,,235,Blockchain,7S.1.2.,3,1,0.0128,5,1
CN0JL3,EconsightMetaverse,,32,Blockchain,7S.1.2.,2,0,0.0625,2,0
CN2179,EconsightMetaverse,,197,3D Image Modelling,IC5.3.1.,1,0,0.0051,1,0
CN2179,EconsightMetaverse,,197,Digital Twin,IC5.3.14.,1,0,0.0051,1,0
CN2179,EconsightMetaverse,,197,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0051,1,0
CN2V51,EconsightMetaverse,,197,3D Image Modelling,IC5.3.1.,1,0,0.0051,1,0
CN2V51,EconsightMetaverse,,197,Digital Twin,IC5.3.14.,1,0,0.0051,1,0
CN2V51,EconsightMetaverse,,197,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0051,1,0
CN00DC,EconsightMetaverse,,3908,Blockchain,7S.1.2.,62,2,0.0159,72,2
CN00DC,EconsightMetaverse,,3908,3D Image Modelling,IC5.3.1.,7,0,0.0018,72,2
CN00DC,EconsightMetaverse,,3908,Avatar,IC5.2.1.,1,0,0.0003,72,2
CN00DC,EconsightMetaverse,,3908,Digital Twin,IC5.3.14.,2,0,0.0005,72,2
CN00DC,EconsightMetaverse,,3908,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0003,72,2
CN20IJ,EconsightMetaverse,,3908,Blockchain,7S.1.2.,62,2,0.0159,72,2
CN20IJ,EconsightMetaverse,,3908,Digital Twin,IC5.3.14.,2,0,0.0005,72,2
CN20IJ,EconsightMetaverse,,3908,3D Image Modelling,IC5.3.1.,7,0,0.0018,72,2
CN20IJ,EconsightMetaverse,,3908,Avatar,IC5.2.1.,1,0,0.0003,72,2
CN20IJ,EconsightMetaverse,,3908,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0003,72,2
CN2LM8,EconsightMetaverse,,3908,Digital Twin,IC5.3.14.,2,0,0.0005,72,2
CN2LM8,EconsightMetaverse,,3908,3D Image Modelling,IC5.3.1.,7,0,0.0018,72,2
CN2LM8,EconsightMetaverse,,3908,Avatar,IC5.2.1.,1,0,0.0003,72,2
CN2LM8,EconsightMetaverse,,3908,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0003,72,2
CN2LM8,EconsightMetaverse,,3908,Blockchain,7S.1.2.,62,2,0.0159,72,2
CN03NP,EconsightMetaverse,,1146,3D Image Modelling,IC5.3.1.,2,0,0.0017,2,0
CN2JYI,EconsightMetaverse,,1146,3D Image Modelling,IC5.3.1.,2,0,0.0017,2,0
CN31TW,EconsightMetaverse,,9992,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0001,25,0
CN31TW,EconsightMetaverse,,9992,3D Image Modelling,IC5.3.1.,17,0,0.0017,25,0
CN31TW,EconsightMetaverse,,9992,Avatar,IC5.2.1.,3,0,0.0003,25,0
CN31TW,EconsightMetaverse,,9992,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0001,25,0
CN31TW,EconsightMetaverse,,9992,Digital Twin,IC5.3.14.,3,0,0.0003,25,0
CN20JK,EconsightMetaverse,,10979,Digital Twin,IC5.3.14.,1,0,0.0001,33,1
CN20JK,EconsightMetaverse,,10979,Blockchain,7S.1.2.,4,0,0.0004,33,1
CN20JK,EconsightMetaverse,,10979,3D Image Modelling,IC5.3.1.,18,1,0.0016,33,1
CN20JK,EconsightMetaverse,,10979,Avatar,IC5.2.1.,4,0,0.0004,33,1
CN20JK,EconsightMetaverse,,10979,"VR & AR, XR, Meta",IC5.2.10.,10,1,0.0009,33,1
CN2UZU,EconsightMetaverse,,10979,3D Image Modelling,IC5.3.1.,18,1,0.0016,33,1
CN2UZU,EconsightMetaverse,,10979,Avatar,IC5.2.1.,4,0,0.0004,33,1
CN2UZU,EconsightMetaverse,,10979,Blockchain,7S.1.2.,4,0,0.0004,33,1
CN2UZU,EconsightMetaverse,,10979,"VR & AR, XR, Meta",IC5.2.10.,10,1,0.0009,33,1
CN2UZU,EconsightMetaverse,,10979,Digital Twin,IC5.3.14.,1,0,0.0001,33,1
CN2089,EconsightMetaverse,,6846,Blockchain,7S.1.2.,5,0,0.0007,68,1
CN2089,EconsightMetaverse,,6846,Digital Twin,IC5.3.14.,7,1,0.001,68,1
CN2089,EconsightMetaverse,,6846,3D Image Modelling,IC5.3.1.,43,0,0.0063,68,1
CN2089,EconsightMetaverse,,6846,Avatar,IC5.2.1.,5,0,0.0007,68,1
CN2089,EconsightMetaverse,,6846,GPU Graphic Processor Technology,IC5.3.17.,4,0,0.0006,68,1
CN2089,EconsightMetaverse,,6846,"VR & AR, XR, Meta",IC5.2.10.,12,0,0.0018,68,1
CN2JK4,EconsightMetaverse,,6846,Blockchain,7S.1.2.,5,0,0.0007,68,1
CN2JK4,EconsightMetaverse,,6846,Digital Twin,IC5.3.14.,7,1,0.001,68,1
CN2JK4,EconsightMetaverse,,6846,3D Image Modelling,IC5.3.1.,43,0,0.0063,68,1
CN2JK4,EconsightMetaverse,,6846,GPU Graphic Processor Technology,IC5.3.17.,4,0,0.0006,68,1
CN2JK4,EconsightMetaverse,,6846,"VR & AR, XR, Meta",IC5.2.10.,12,0,0.0018,68,1
CN2JK4,EconsightMetaverse,,6846,Avatar,IC5.2.1.,5,0,0.0007,68,1
CN05AE,EconsightMetaverse,,264,3D Image Modelling,IC5.3.1.,1,0,0.0038,2,0
CN05AE,EconsightMetaverse,,264,Avatar,IC5.2.1.,1,0,0.0038,2,0
CN2JUE,EconsightMetaverse,,264,3D Image Modelling,IC5.3.1.,1,0,0.0038,2,0
CN2JUE,EconsightMetaverse,,264,Avatar,IC5.2.1.,1,0,0.0038,2,0
CN2EGV,EconsightMetaverse,,1816,3D Image Modelling,IC5.3.1.,3,0,0.0017,9,1
CN2EGV,EconsightMetaverse,,1816,Avatar,IC5.2.1.,2,0,0.0011,9,1
CN2EGV,EconsightMetaverse,,1816,Digital Twin,IC5.3.14.,3,1,0.0017,9,1
CN2EGV,EconsightMetaverse,,1816,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0006,9,1
CN2J4O,EconsightMetaverse,,223,3D Image Modelling,IC5.3.1.,2,0,0.009,3,0
CN2J4O,EconsightMetaverse,,223,Avatar,IC5.2.1.,1,0,0.0045,3,0
CN2J4O,EconsightMetaverse,,223,Digital Twin,IC5.3.14.,1,0,0.0045,3,0
CN2EHW,EconsightMetaverse,,3652,Digital Twin,IC5.3.14.,9,0,0.0025,34,0
CN2EHW,EconsightMetaverse,,3652,3D Image Modelling,IC5.3.1.,15,0,0.0041,34,0
CN2EHW,EconsightMetaverse,,3652,Avatar,IC5.2.1.,4,0,0.0011,34,0
CN2EHW,EconsightMetaverse,,3652,GPU Graphic Processor Technology,IC5.3.17.,2,0,0.0005,34,0
CN2EHW,EconsightMetaverse,,3652,"VR & AR, XR, Meta",IC5.2.10.,6,0,0.0016,34,0
CN2EHW,EconsightMetaverse,,3652,Blockchain,7S.1.2.,3,0,0.0008,34,0
CN2067,EconsightMetaverse,,11438,Blockchain,7S.1.2.,860,18,0.0752,1055,19
CN2067,EconsightMetaverse,,11438,Digital Twin,IC5.3.14.,23,1,0.002,1055,19
CN2067,EconsightMetaverse,,11438,3D Image Modelling,IC5.3.1.,41,0,0.0036,1055,19
CN2067,EconsightMetaverse,,11438,Avatar,IC5.2.1.,57,0,0.005,1055,19
CN2067,EconsightMetaverse,,11438,GPU Graphic Processor Technology,IC5.3.17.,10,0,0.0009,1055,19
CN2067,EconsightMetaverse,,11438,"VR & AR, XR, Meta",IC5.2.10.,98,0,0.0086,1055,19
CN2067,EconsightMetaverse,,11438,"NFT, Non-fungible Token",IC5.3.18.,7,0,0.0006,1055,19
CN2LJ5,EconsightMetaverse,,11438,"NFT, Non-fungible Token",IC5.3.18.,7,0,0.0006,1055,19
CN2LJ5,EconsightMetaverse,,11438,Blockchain,7S.1.2.,860,18,0.0752,1055,19
CN2LJ5,EconsightMetaverse,,11438,GPU Graphic Processor Technology,IC5.3.17.,10,0,0.0009,1055,19
CN2LJ5,EconsightMetaverse,,11438,3D Image Modelling,IC5.3.1.,41,0,0.0036,1055,19
CN2LJ5,EconsightMetaverse,,11438,Avatar,IC5.2.1.,57,0,0.005,1055,19
CN2LJ5,EconsightMetaverse,,11438,Digital Twin,IC5.3.14.,23,1,0.002,1055,19
CN2LJ5,EconsightMetaverse,,11438,"VR & AR, XR, Meta",IC5.2.10.,98,0,0.0086,1055,19
CN2034,EconsightMetaverse,,24884,GPU Graphic Processor Technology,IC5.3.17.,41,2,0.0016,4557,362
CN2034,EconsightMetaverse,,24884,3D Image Modelling,IC5.3.1.,104,7,0.0042,4557,362
CN2034,EconsightMetaverse,,24884,Avatar,IC5.2.1.,94,1,0.0038,4557,362
CN2034,EconsightMetaverse,,24884,Blockchain,7S.1.2.,4260,352,0.1712,4557,362
CN2034,EconsightMetaverse,,24884,Digital Twin,IC5.3.14.,10,0,0.0004,4557,362
CN2034,EconsightMetaverse,,24884,"NFT, Non-fungible Token",IC5.3.18.,4,0,0.0002,4557,362
CN2034,EconsightMetaverse,,24884,"VR & AR, XR, Meta",IC5.2.10.,142,3,0.0057,4557,362
CN2DO2,EconsightMetaverse,,24884,Blockchain,7S.1.2.,4260,352,0.1712,4557,362
CN2DO2,EconsightMetaverse,,24884,GPU Graphic Processor Technology,IC5.3.17.,41,2,0.0016,4557,362
CN2DO2,EconsightMetaverse,,24884,"NFT, Non-fungible Token",IC5.3.18.,4,0,0.0002,4557,362
CN2DO2,EconsightMetaverse,,24884,3D Image Modelling,IC5.3.1.,104,7,0.0042,4557,362
CN2DO2,EconsightMetaverse,,24884,Avatar,IC5.2.1.,94,1,0.0038,4557,362
CN2DO2,EconsightMetaverse,,24884,Digital Twin,IC5.3.14.,10,0,0.0004,4557,362
CN2DO2,EconsightMetaverse,,24884,"VR & AR, XR, Meta",IC5.2.10.,142,3,0.0057,4557,362
CN083A,EconsightMetaverse,,7366,Blockchain,7S.1.2.,1,0,0.0001,34,0
CN083A,EconsightMetaverse,,7366,3D Image Modelling,IC5.3.1.,22,0,0.003,34,0
CN083A,EconsightMetaverse,,7366,Avatar,IC5.2.1.,3,0,0.0004,34,0
CN083A,EconsightMetaverse,,7366,"VR & AR, XR, Meta",IC5.2.10.,5,0,0.0007,34,0
CN083A,EconsightMetaverse,,7366,Digital Twin,IC5.3.14.,8,0,0.0011,34,0
CN2RC4,EconsightMetaverse,,7366,Digital Twin,IC5.3.14.,8,0,0.0011,34,0
CN2RC4,EconsightMetaverse,,7366,Blockchain,7S.1.2.,1,0,0.0001,34,0
CN2RC4,EconsightMetaverse,,7366,3D Image Modelling,IC5.3.1.,22,0,0.003,34,0
CN2RC4,EconsightMetaverse,,7366,Avatar,IC5.2.1.,3,0,0.0004,34,0
CN2RC4,EconsightMetaverse,,7366,"VR & AR, XR, Meta",IC5.2.10.,5,0,0.0007,34,0
CN0U92,EconsightMetaverse,,444,3D Image Modelling,IC5.3.1.,1,0,0.0023,1,0
CN2EFU,EconsightMetaverse,,444,3D Image Modelling,IC5.3.1.,1,0,0.0023,1,0
CN20BC,EconsightMetaverse,,32985,Blockchain,7S.1.2.,62,17,0.0019,311,29
CN20BC,EconsightMetaverse,,32985,GPU Graphic Processor Technology,IC5.3.17.,36,1,0.0011,311,29
CN20BC,EconsightMetaverse,,32985,3D Image Modelling,IC5.3.1.,94,8,0.0028,311,29
CN20BC,EconsightMetaverse,,32985,Avatar,IC5.2.1.,33,1,0.001,311,29
CN20BC,EconsightMetaverse,,32985,Digital Twin,IC5.3.14.,14,0,0.0004,311,29
CN20BC,EconsightMetaverse,,32985,"VR & AR, XR, Meta",IC5.2.10.,134,6,0.0041,311,29
CN2H6O,EconsightMetaverse,,32985,GPU Graphic Processor Technology,IC5.3.17.,36,1,0.0011,311,29
CN2H6O,EconsightMetaverse,,32985,3D Image Modelling,IC5.3.1.,94,8,0.0028,311,29
CN2H6O,EconsightMetaverse,,32985,Avatar,IC5.2.1.,33,1,0.001,311,29
CN2H6O,EconsightMetaverse,,32985,Blockchain,7S.1.2.,62,17,0.0019,311,29
CN2H6O,EconsightMetaverse,,32985,Digital Twin,IC5.3.14.,14,0,0.0004,311,29
CN2H6O,EconsightMetaverse,,32985,"VR & AR, XR, Meta",IC5.2.10.,134,6,0.0041,311,29
CN04JM,EconsightMetaverse,,425,Avatar,IC5.2.1.,1,0,0.0024,3,0
CN04JM,EconsightMetaverse,,425,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0024,3,0
CN04JM,EconsightMetaverse,,425,3D Image Modelling,IC5.3.1.,2,0,0.0047,3,0
